symbol,name,sector,is_st,close,ma5,ma10,ma20,ma60,ma5_slope_pct,ma20_slope_pct,ma60_slope_pct,avg_amount_20d_billion,above_mid_platform,platform_breakout,trend_pullback,strong_consolidation_restart,downtrend_rebound,recent5_low_rising,recent5_gain_pct,volume_breakout,volume_pullback_shrink,has_volume_bullish_day,upper_shadow_ratio,sector_strength_vs_index_3d_pct,sector_amount_expanding,sector_rank_percentile,sector_leaders_count,sector_frontline,market_index_above_ma5_ma10,market_amount_expanding,market_limit_up_premium_good,market_limit_down_risk_low
601138,工业富联,沪市主板,false,72.15,73.15,74.23,74.27,67.37,-0.53,0.24,2.94,17.49,false,false,false,false,false,false,-2.63,false,true,false,0.0112,-1.14,true,100.00,136,true,true,true,true,true
600183,生益科技,沪市主板,false,173.40,177.51,178.33,162.01,109.94,0.63,7.27,10.27,13.70,true,false,false,false,false,false,3.29,false,true,false,0.0274,-1.14,true,100.00,136,false,true,true,true,true
300274,阳光电源,创业板,false,159.02,154.63,153.72,154.32,147.65,0.92,-4.10,-0.31,10.84,true,false,false,false,false,false,4.62,false,true,false,0.0078,0.93,true,50.00,256,false,true,true,true,true
301308,江波龙,创业板,false,703.80,680.76,630.56,575.59,489.68,3.27,6.60,6.57,11.43,true,false,false,true,false,true,18.09,true,false,true,0.0142,0.93,true,50.00,256,false,true,true,true,true
002156,通富微电,深市主板,false,75.87,74.50,71.06,67.48,58.53,2.04,2.20,4.78,10.82,true,false,false,true,false,false,10.89,true,false,true,0.0013,-0.52,true,75.00,179,true,true,true,true,true
300285,国瓷材料,创业板,false,103.18,100.33,92.68,77.10,51.57,2.53,19.18,12.67,10.93,true,false,false,true,false,true,13.66,true,false,true,0.0190,0.93,true,50.00,256,false,true,true,true,true
002371,北方华创,深市主板,false,884.56,825.24,771.61,698.65,592.75,3.44,7.07,5.48,8.22,true,true,false,true,false,true,18.34,true,false,true,0.0176,-0.52,true,75.00,179,true,true,true,true,true
600667,XD太极实,沪市主板,false,29.18,26.62,23.42,19.68,13.87,6.67,20.21,11.34,6.79,true,false,false,false,false,true,39.92,true,false,true,0.0178,-1.14,true,100.00,136,false,true,true,true,true
002185,华天科技,深市主板,false,22.31,22.03,20.66,19.14,15.79,2.58,3.29,5.49,8.75,true,false,false,true,false,true,14.18,true,false,true,0.0166,-0.52,true,75.00,179,false,true,true,true,true
688498,源杰科技,科创板,false,1886.00,1820.15,1768.68,1581.25,1189.42,0.75,12.79,8.09,906.75,true,false,false,true,false,false,3.72,true,false,true,0.0270,2.64,true,25.00,207,true,true,true,true,true
